Player Name,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,,
Jarrod Kinderly,2,79,9,12,21,-6,91,5,109,56,139,13,43,32,578,0,0,0,2,16,0,1,1,5,104,2,0,24,0,0,0,0,1,0,0,0
Mattias Viiannen,2,79,5,6,11,-6,22,0,72,44,48,0,0,0,750,1,0,1,7,72,0,0,0,0,1,0,0,45,0,0,0,1,0,0,0,0
Rick Nash,2,79,1,0,1,1,0,0,4,5,3,0,0,0,68,0,0,0,0,1,0,0,0,0,1,0,0,75,0,0,0,0,0,3,6,42
Marcus Nyquist,2,79,0,0,0,1,5,5,2,2,0,0,0,2,44,0,0,0,0,9,0,0,0,0,22,0,0,25,0,0,0,2,0,0,0,0
Nicolas Couturier,2,78,24,28,52,-14,187,30,141,55,260,33,71,42,804,1,2,3,25,79,0,0,0,0,2,0,0,45,0,0,4,10,0,0,,930
Taylor Stach,3,78,19,21,40,16,32,0,74,43,187,25,67,21,699,2,2,4,11,97,0,0,0,0,3,1,0,30,0,0,2,7,1,0,0,3
Jordan Eng,2,78,13,21,34,-6,188,40,160,35,180,12,37,20,685,0,1,1,10,46,0,1,1,7,37,0,0,41,0,0,0,0,4,0,0,458
Ilya Molotov,2,78,17,11,28,-3,155,40,169,60,200,36,71,47,788,0,1,1,11,66,1,0,1,5,43,0,1,70,0,0,3,8,1,0,0,0
R.J. Shooter,2,78,12,11,23,-5,29,0,128,50,128,18,22,16,635,1,0,1,1,24,0,0,0,0,9,2,2,24,0,0,0,0,0,0,0,8
Brett Solberg,2,78,7,13,20,-6,61,25,106,149,79,27,48,33,1494,1,1,2,8,113,0,1,1,8,165,2,0,1165,0,0,2,2,1,0,0,115
Chris Kreider,2,77,4,3,7,-6,22,0,75,48,57,12,12,8,449,0,0,0,0,5,0,0,0,0,0,1,0,10,0,0,0,1,3,1,2,224
Harvey Singh,3,76,5,19,24,-6,196,35,114,65,212,42,48,90,874,0,0,0,18,83,0,0,0,5,86,1,0,1,0,0,0,0,5,0,0,0
Mike O'Reilley,2,76,5,5,10,0,50,20,69,41,108,34,75,9,930,1,1,2,4,78,0,0,0,0,1,1,1,40,0,0,0,3,1,0,0,11
Jack Brooks,2,76,2,7,9,15,355,0,68,5,32,0,0,38,87,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Jeff Carpenter,2,75,3,14,17,-2,125,15,159,65,98,14,19,99,747,1,2,3,2,36,0,1,1,1,77,0,1,0,0,0,0,0,2,0,1,70
Jesus Rivera,3,75,0,1,1,-4,2,0,7,9,2,1,2,9,152,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,1,1,,8
Asuka Langley,2,74,1,11,12,-8,6,0,34,39,12,0,0,39,525,0,4,4,9,75,0,0,0,0,48,0,0,0,0,0,0,0,0,2,2,224
Ping Wu,3,74,3,6,9,-6,48,10,27,43,43,3,10,62,615,1,1,2,1,32,0,0,0,0,31,0,0,0,0,0,0,0,1,0,0,28
Alexei Koradek,2,72,5,11,16,2,71,5,110,46,85,10,19,62,718,2,0,2,6,88,0,0,0,1,16,0,0,1,0,0,0,0,1,0,1,0
Justin Artibise,2,71,0,5,5,-3,10,0,58,56,12,5,6,17,573,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,300
Tim Santos,2,70,0,1,1,2,6,0,11,13,4,1,2,4,113,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,23,121
ZzJack's Robot Scully,3,70,0,0,0,-2,0,0,1,6,2,0,0,0,44,0,0,0,0,1,0,0,0,0,1,0,0,39,0,0,0,0,0,3,3,8222
Charlie Conway,2,69,5,6,11,-14,6,0,11,30,63,0,0,2,314,0,1,1,2,14,0,0,0,1,13,1,0,58,0,0,0,0,0,0,0,0
Stanley Kendall,2,68,5,4,9,-5,42,10,51,39,62,14,41,12,510,0,0,0,0,0,0,0,0,0,12,2,0,9,0,0,1,2,2,7,16,305
Sean Hanley,2,67,2,9,11,-8,45,15,62,35,29,6,11,10,716,2,3,5,10,94,0,0,0,0,2,1,0,536,0,0,3,8,2,1,5,3412
James Ashton,2,67,0,2,2,1,30,10,26,42,31,10,10,31,827,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Adam Scharfe,2,67,0,0,0,0,0,0,5,5,0,0,0,0,92,0,0,0,0,14,0,0,0,0,8,0,0,43,0,0,0,0,0,0,0,1
Theo Kondos,1,66,17,36,53,48,10,,35,,130,,,39,1157.216667,0,0,0,,0.633333333,0,0,0,,3.2,0,,66,,,,,0,0,,1657
Yngve Simonsson,1,66,25,22,47,-42,21,,26,,170,,,45,1382.966667,8,4,12,,152.2833333,0,0,0,,2.766666667,3,,83,,,,,0,0,0,0
Walton Stromberg,1,66,17,20,37,-41,28,,46,,114,,,153,1407.35,2,2,4,,66.66666667,0,0,0,,62.03333333,1,,1169,,,,,0,0,,42
Vladmir Petrov,1,66,9,28,37,0,16,,88,,124,,,5,1284.55,0,0,0,,0,0,0,0,,7.283333333,2,,88,,,,,0,2,4,565
Stan Q. Next,1,66,11,23,34,-12,16,,46,,102,,,31,1070.916667,0,0,0,,2.066666667,0,0,0,,14.56666667,1,,866,,,,,0,3,10,227
Lil Manius,1,66,10,21,31,-57,48,,181,,129,,,19,1412.333333,4,5,9,,139.75,0,0,0,,42.98333333,1,,17,,,,,0,0,0,0
Teddy Park,1,66,10,21,31,-6,32,,76,,102,,,81,1230.016667,0,0,0,,5.8,0,1,1,,92.46666667,1,,0,,,,,1,1,0,16
Devin Basher,1,66,9,21,30,26,12,,97,,117,,,39,1176.55,0,0,0,,1.283333333,0,0,0,,4.583333333,1,,92,,,,,0,2,13,0
Sachimo Zoidberg III,1,66,8,20,28,45,34,,54,,115,,,52,1218.85,0,0,0,,1.15,0,0,0,,49.13333333,2,,0,,,,,0,0,0,6
Colin Lambert,1,66,4,24,28,-5,14,,58,,125,,,82,1287.816667,0,4,4,,52.4,0,1,1,,57.78333333,0,,0,,,,,0,0,2,0
Lassi Suhonen,1,66,8,19,27,31,14,,57,,121,,,8,1202.2,0,0,0,,4.916666667,0,0,0,,3.383333333,1,,76,,,,,0,1,0,2
Zelma Zuntnere,1,66,16,10,26,-7,16,,10,,130,,,11,1194.766667,0,0,0,,36.48333333,0,0,0,,0,1,,61,,,,,0,0,0,0
Zelma Zuntnere,1,66,16,10,26,-7,16,10,,130,11,1194.766667,0,0,0,,36.48333333,0,0,0,,0,1,,61,,,,,0,0,,19,1,8,10310
Alex Marshall,1,66,11,14,25,-18,59,,138,,112,,,46,1194.783333,3,2,5,,60.43333333,0,0,0,,22.65,2,,36,,,,,0,0,,49
Tanjiro Kamado,1,66,10,15,25,-9,34,,54,,109,,,64,1223.416667,1,0,1,,56.25,1,0,1,,34.21666667,3,,0,,,,,0,0,1,299
Jonas Kahnwald,1,66,8,14,22,-10,8,,21,,87,,,57,1034.85,0,0,0,,2.65,0,0,0,,30.91666667,1,,0,,,,,0,0,,13
Calvin Hobbes,1,66,11,9,20,-35,18,,51,,81,,,141,1014.183333,0,0,0,,20.96666667,0,1,1,,24.95,1,,774,,,,,0,1,4,35
Alexander Oscarsson,1,66,2,17,19,-23,14,,103,,96,,,150,1453.666667,0,3,3,,31.73333333,0,0,0,,89.8,0,,0,,,,,0,0,0,0
TURG TURG,1,66,2,16,18,-26,4,,67,,59,,,73,854.0833333,0,0,0,,2.366666667,0,0,0,,39.91666667,0,,109,,,,,0,0,0,16
Slimey Snail,1,66,3,13,16,-10,33,,140,,71,,,88,1312.283333,0,0,0,,5.45,0,1,1,,161.8666667,0,,0,,,,,0,0,0,17
Jed Mosley Jr,1,66,11,5,16,6,10,,41,,111,,,102,1118.6,0,0,0,,2.016666667,0,0,0,,70.5,0,,0,,,,,0,7,4,41
Rikard Bjerg,1,66,2,14,16,-33,34,,129,,80,,,143,1391.466667,0,0,0,,33.9,0,0,0,,139.0833333,0,,0,,,,,1,0,,157
Adrik Baranov,1,66,4,12,16,-14,27,,20,,102,,,48,1183.4,2,4,6,,109.1833333,0,0,0,,53.1,0,,2,,,,,0,6,8,50
Adrik Baranov,1,66,4,12,16,-14,27,20,,102,48,1183.4,2,4,6,,109.1833333,0,0,0,,53.1,0,,2,,,,,0,0,,0,0,0,157
Grape Fruit,1,66,8,7,15,-27,13,,5,,54,,,35,792.7833333,0,0,0,,3.55,0,0,0,,3.016666667,1,,625,,,,,0,0,0,2
James Kimanje,1,66,5,10,15,-24,16,,31,,77,,,60,1120.883333,0,0,0,,5.116666667,0,0,0,,45.56666667,0,,85,,,,,0,1,0,240
James Kimanje,1,66,5,10,15,-24,16,31,,77,60,1120.883333,0,0,0,,5.116666667,0,0,0,,45.56666667,0,,85,,,,,0,0,,40,0,0,14
Tinke Jutila,1,66,3,11,14,-6,24,,57,,47,,,74,1145.566667,0,0,0,,2.683333333,0,0,0,,127.8833333,1,,0,,,,,0,0,0,17
Chris Goodname,1,66,1,13,14,-8,16,,78,,94,,,68,1080.316667,0,0,0,,0,0,0,0,,57.88333333,0,,0,,,,,0,3,1,0
Teylora Petrov,1,66,6,8,14,-28,12,,131,,83,,,45,1325.983333,0,1,1,,4.45,2,0,2,,123.4666667,1,,0,,,,,0,0,0,0
Joorgustraad DuBolk,1,66,6,8,14,-31,12,,39,,107,,,85,1247.8,0,0,0,,4.2,0,0,0,,39.3,2,,0,,,,,0,0,0,0
Igor Victory,1,66,3,11,14,-12,4,,63,,83,,,121,1215.05,0,0,0,,2.333333333,0,0,0,,47.23333333,1,,0,,,,,0,1,2,2
PBJ Souppan,1,66,0,12,12,-57,26,,37,,48,,,74,1132.766667,0,0,0,,1.716666667,0,0,0,,72.43333333,0,,1,,,,,0,0,,157
Nathan Thomas,1,66,5,7,12,-33,12,,31,,86,,,100,1172.4,0,1,1,,31.1,0,0,0,,78.23333333,0,,0,,,,,0,13,54,7949
Alexis Vermette,1,66,2,9,11,-31,10,,31,,61,,,42,946.2166667,0,0,0,,0.1,0,0,0,,6.183333333,0,,9,,,,,0,2,5,39
Dee Centerman IV,1,66,4,7,11,-21,18,,113,,50,,,35,993.05,0,0,0,,2.45,0,0,0,,59.21666667,0,,738,,,,,0,0,0,14
Linus Grimstad,1,66,4,5,9,-3,10,,7,,50,,,12,708.05,0,0,0,,0.016666667,0,0,0,,2.95,0,,394,,,,,0,1,3,2761
Niccolo Livius,1,66,5,4,9,-24,100,,249,,47,,,62,911.2166667,0,0,0,,1.9,0,0,0,,0.75,2,,54,,,,,0,0,0,0
Sarah Burke,1,66,1,8,9,-13,46,,97,,65,,,46,1119.35,0,0,0,,2.533333333,0,0,0,,83.31666667,0,,0,,,,,0,0,0,1
Sarah Burke,1,66,1,8,9,-13,46,97,,65,46,1119.35,0,0,0,,2.533333333,0,0,0,,83.31666667,0,,0,,,,,0,0,,0,0,0,14
Ryu Jones,1,65,16,20,36,20,10,,26,,131,,,22,1188.716667,2,2,4,,46.15,0,0,0,,2.566666667,4,,5,,,,,0,3,3,383
Liam Slate,1,65,15,18,33,28,24,,23,,138,,,28,1182.783333,0,3,3,,40.9,0,0,0,,3.133333333,2,,1,,,,,0,1,0,1537
Branimir Kopitar,2,65,5,6,11,-11,14,10,22,5,76,34,67,1,461,0,0,0,0,4,0,0,0,0,0,0,3,17,0,0,0,0,2,1,2,111
Brad Lavers,3,65,1,0,1,-2,4,0,13,2,3,0,0,0,126,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,3,22,30
Camillo DAntonio,2,64,1,1,2,-3,6,0,9,8,8,5,8,8,260,0,0,0,0,13,0,0,0,0,28,0,0,3,0,0,0,0,1,0,1,56
Robert Nash,2,63,0,21,21,13,111,30,106,77,124,15,21,83,674,0,3,3,9,67,0,0,0,1,71,0,0,1,0,0,0,0,1,0,0,12
Nils Wahlstrom,2,63,4,6,10,-10,10,0,23,34,66,0,0,4,695,0,1,1,6,37,0,0,0,0,0,0,1,39,0,0,0,0,0,3,8,7959
Dolph Ziggler,2,63,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Maleek Junior,2,62,1,16,17,-9,37,15,52,60,31,0,0,55,931,0,1,1,5,27,0,0,0,0,37,0,0,0,0,0,0,0,0,0,4,8069
Justin Case,2,62,3,6,9,-19,50,10,81,59,28,0,0,55,939,0,1,1,2,44,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,8230
Zach Holt,2,62,0,0,0,2,0,0,5,6,2,1,0,7,171,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,13
Jake Sanders,2,61,0,2,2,-6,10,0,11,4,4,0,1,8,167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
Markus Lokt,3,61,0,1,1,-9,14,0,34,20,22,0,0,1,264,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0
Puneet Sekhon,1,60,9,10,19,6,89,35,88,79,88,27,34,22,884,0,0,0,0,0,0,0,0,1,0,4,2,672,0,0,0,0,1,6,7,5670
Jay Beaulieu,1,60,8,9,17,-8,39,15,27,39,83,37,50,4,617,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,2,2,0,0,219
Connor Holmden,1,60,7,8,15,-9,47,15,26,30,120,29,65,9,575,0,0,0,0,15,0,0,0,0,44,1,0,270,0,0,0,0,0,0,0,6
Bob Hawkins,1,60,2,6,8,-3,69,45,83,57,41,22,18,52,947,0,0,0,0,0,0,0,0,1,113,1,0,0,0,0,0,0,3,3,4,0
Mark Lynch,1,60,5,2,7,-5,18,10,12,12,17,4,8,4,361,0,0,0,0,3,0,0,0,0,7,0,1,13,0,0,0,2,0,0,,78
Super Man,1,60,2,5,7,-4,12,0,25,17,56,20,34,3,444,0,1,1,0,1,0,0,0,3,82,0,2,50,0,0,0,0,1,0,1,191
Eric Hansen,1,60,0,4,4,-12,43,25,46,55,23,12,5,50,644,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0
Matt Larson,1,60,4,0,4,2,14,0,24,29,28,9,13,10,424,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,8,4,242
Santo Zenone,1,59,1,0,1,-1,30,10,24,18,11,5,3,5,206,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2,9,3045
Captain TEMMO,1,58,4,5,9,2,19,5,40,48,46,15,22,9,528,0,0,0,0,19,0,0,0,0,11,0,0,188,0,0,0,0,0,0,0,6
Heat Siecker,2,57,1,10,11,-4,8,,19,,39,,,16,662.9666667,0,0,0,,1.066666667,0,0,0,,35,0,,0,,,,,0,0,,121
Bird Person,2,57,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
J?nis V?tols,3,56,0,9,9,-2,17,5,37,41,11,0,0,38,875,0,0,0,4,41,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6262
Armands Jaks,2,53,0,0,0,0,0,0,1,2,1,0,0,4,64,0,0,0,1,7,0,0,0,0,48,0,0,0,0,0,0,0,0,2,0,1
Garrett Aarson,2,53,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,5009
Matt Micko,2,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,0
Taylad Deenikov,2,53,0,0,0,-1,0,0,1,1,0,0,0,0,20,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,1,1,0,1,11,279
Marek Martinek,1,52,3,18,21,2,12,0,22,51,71,0,0,67,1222,1,5,6,39,175,0,0,0,1,173,0,0,0,0,0,0,0,0,0,0,27
Colt Cruz,2,52,2,7,9,-27,49,5,89,50,30,0,0,65,1067,0,2,2,15,139,0,0,0,0,84,0,2,0,0,0,0,0,1,2,0,0
Daisuke Katsu,2,52,3,5,8,-12,28,0,60,24,48,0,0,1,758,1,2,3,7,112,0,0,0,0,2,2,0,35,0,0,0,0,0,0,0,0
Aleksander Stromberg,2,52,1,1,2,3,0,0,1,0,3,0,0,0,20,0,0,0,2,2,0,0,0,0,12,0,0,1,0,0,0,1,0,5,9,7
Teemu Smulander,2,52,0,1,1,-8,2,0,4,6,8,0,0,2,460,0,0,0,0,5,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,48
Roddy Lee-Wright,2,52,0,0,0,1,0,0,5,2,0,0,0,1,28,0,0,0,0,2,0,0,0,0,5,0,0,4,0,0,0,0,0,2,2,0
Computer Sweet Dee,1,52,0,0,0,-2,0,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,229
Sigge Clausson,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,311
Vladimir Lindstrom,1,52,0,0,0,1,0,0,0,1,1,0,0,4,26,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,261
Josh Driver,2,51,1,7,8,-43,6,0,14,4,47,0,1,38,806.3333333,0,0,0,0,28.45,0,0,0,0,0,0,0,650,0,0,0,0,0,1,7,1013
Tyler Moss,2,51,3,2,5,-4,14,0,20,22,29,6,14,5,431,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,2,1546
Kristofer Hallfredsson,2,51,0,0,0,1,0,0,1,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,180
Matthew Ekbitch,1,50,25,28,53,31,66,0,129,157,99,30,35,56,1200,3,5,8,17,187,1,0,1,2,211,2,1,0,0,1,0,0,0,0,0,0
Christopher Klose,1,50,18,17,35,5,49,25,41,34,167,55,82,17,789,4,3,7,23,142,0,0,0,0,0,3,2,51,0,1,0,2,2,0,0,1717
The Black Knight,1,50,19,15,34,-16,43,5,135,91,100,33,82,17,978,7,4,11,27,151,0,0,0,0,1,3,1,34,0,1,0,3,1,0,1,60
Reinhold Dietrich,1,50,10,15,25,4,0,0,12,54,93,0,0,2,627,0,0,0,0,0,0,0,0,0,0,4,2,39,0,0,0,0,0,1,2,0
Simon Aseplin,1,50,11,13,24,10,61,25,47,29,89,34,56,8,741,4,4,8,11,122,0,0,0,0,0,2,1,38,0,0,3,6,4,0,1,0
Rostislav Pirozhkov,1,50,5,18,23,-7,4,0,13,33,34,0,0,53,1075,2,5,7,12,128,0,0,0,0,113,0,1,0,0,0,0,0,0,7,14,0
Alexei Grigorenko,1,50,11,9,20,-5,50,20,139,161,70,36,40,70,1329,2,1,3,8,162,0,1,1,0,222,1,0,0,0,0,0,0,1,0,,3492
Mike Tyson,1,50,3,16,19,12,55,15,68,77,68,19,35,61,1159,1,4,5,6,170,1,0,1,1,153,0,0,0,1,0,0,0,1,0,4,0
Kane Smith-Pelley,2,50,5,13,18,-1,52,30,41,45,56,20,34,12,612,2,5,7,7,55,1,0,1,1,41,1,1,210,0,0,0,0,2,3,3,0
Tobias Mortensen,1,50,7,11,18,4,117,45,46,51,75,22,60,9,680,0,2,2,2,54,0,0,0,1,16,1,3,392,0,1,0,0,5,0,0,0
Kristof Kovacs,1,50,9,8,17,-4,0,0,5,56,53,12,36,3,826,1,2,3,7,87,0,0,0,0,1,1,0,853,0,0,0,0,0,2,7,410
Eriks Starodumovs,1,50,6,9,15,-16,12,0,23,76,61,0,0,5,735,0,1,1,3,22,0,0,0,0,25,2,0,706,0,0,0,0,0,0,0,14
Harry Potter,1,50,1,12,13,-5,32,0,27,73,48,15,31,8,608,0,0,0,0,1,0,3,3,2,109,0,0,254,0,0,0,0,0,0,0,0
Ryan Richter,1,50,1,12,13,9,18,0,35,29,14,0,0,46,691,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,28
Hariken Urawa,1,50,7,5,12,-59,56,,27,,39,,,43,658.9666667,4,4,8,,107.75,0,0,0,,0.066666667,0,,49,,,,,0,2,11,7126
Johnny Sins,1,50,3,9,12,-53,6,,36,,31,,,7,1118.333333,0,0,0,,,0,0,0,,,0,,0,,,,,0,0,0,0
Przemys?aw Brzeszczyczkiewicz,1,50,5,7,12,-14,22,0,81,24,58,13,37,9,697,1,0,1,1,2,0,0,0,0,31,0,1,41,0,0,0,1,0,0,1,0
Tony Snow,1,50,5,7,12,-17,6,0,31,27,61,17,64,2,630,0,0,0,0,2,0,0,0,0,1,1,2,33,0,0,0,0,0,14,26,1
Brian Wilson,1,50,6,5,11,-38,37,15,54,23,95,16,45,2,756,2,0,2,8,170,0,0,0,0,0,0,0,26,0,0,0,1,1,1,2,245
Kayl Kuzie,1,50,3,8,11,4,22,0,50,24,26,0,0,28,826,0,1,1,5,104,0,0,0,0,6,0,0,0,0,0,1,1,0,1,0,0
Olli Ojala,1,50,3,8,11,-27,6,0,31,38,60,0,0,9,846,1,0,1,5,58,0,0,0,1,1,0,0,56,0,0,0,0,0,0,0,94
Byron Knox,1,50,1,9,10,2,10,0,28,18,24,0,0,36,983,1,3,4,9,114,0,0,0,0,55,1,0,0,0,0,0,0,0,2,5,9592
Gaspard Boone,1,50,6,4,10,-40,8,0,28,45,78,16,50,12,788,0,0,0,0,1,0,0,0,0,2,0,1,53,0,0,0,0,0,0,0,11
Gordie Maple,1,50,1,9,10,11,24,0,70,23,20,4,8,44,708,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,7,13,0
Ja'Aj Coitus-Wagg,1,50,4,6,10,-41,16,,69,,36,,,54,766.8,2,0,2,,44.91666667,0,0,0,,17.71666667,1,,551,,,,,0,0,0,0
Niklas Flower,1,50,4,6,10,-22,6,0,23,26,59,0,0,2,780,1,0,1,1,1,0,0,0,0,10,0,0,57,0,0,0,0,0,6,11,2804
Noah Nystrom,1,50,2,8,10,-44,14,,37,,23,,,14,886.0333333,0,0,0,,2.2,0,0,0,,74.18333333,0,,0,,,,,0,5,7,10770
Valts Pavasars,1,50,4,6,10,-11,10,0,39,44,37,0,0,0,816,0,0,0,2,31,0,0,0,0,13,0,0,746,0,0,0,1,0,5,4,63
Cullen Gray,1,50,5,4,9,-39,12,0,32,49,93,21,61,7,798,0,0,0,0,4,0,0,0,0,9,0,1,54,0,0,0,0,0,0,0,8
Gylfi Eriksson,1,50,5,4,9,-6,16,,50,,35,,,14,734.7833333,0,0,0,,3.516666667,0,0,0,,0.933333333,0,,54,,,,,0,9,18,252
Jarrko Vatinnen,1,50,2,7,9,-14,69,15,59,93,64,32,31,71,1102,2,2,4,11,142,0,0,0,2,161,0,1,0,0,0,0,0,0,0,3,551
Martin Walker,1,50,4,5,9,-15,4,0,18,28,43,0,0,2,731,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
Nick Leier,1,50,2,7,9,-16,24,0,77,45,91,0,0,4,800,0,0,0,7,80,0,0,0,6,113,0,0,41,0,0,0,2,0,0,0,3
Riley McDonald,1,50,2,7,9,-5,0,0,0,55,31,0,0,3,503,0,0,0,0,0,0,0,0,0,0,0,1,556,0,0,0,0,0,1,2,306
Bryce Turner,1,50,3,5,8,-22,18,,28,,38,,,36,589.4,0,0,0,,0.083333333,0,0,0,,89.05,0,,0,,,,,0,0,0,2
Francois Breton,1,50,3,5,8,-63,40,,37,,23,,,25,731.3333333,2,3,5,,108.4666667,1,0,1,,65.68333333,0,,90,,,,,0,2,7,0
Leif De Bruin,1,50,0,8,8,-9,28,20,35,50,16,0,0,2,685,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,4,5,373
Mario Balotelli,1,50,3,5,8,-2,36,10,21,19,48,16,26,4,273,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,3,12,2
Max Biggavelli,1,50,4,4,8,-39,38,0,41,67,71,32,57,6,878,0,1,1,5,151,0,0,0,3,90,0,0,574,0,0,0,0,0,5,13,165
Adriana Starosta,1,50,3,4,7,-14,8,0,30,12,18,0,0,69,969,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,6,0,2,9,0
Carter Rosston,1,50,2,5,7,-14,0,0,2,26,42,0,0,5,327,0,0,0,0,0,0,0,0,0,1,0,1,27,0,0,0,0,0,0,0,57
Hoid Wit,1,50,1,6,7,6,14,0,55,8,7,0,0,25,548,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,23,258
Kalvins Zvejnieks,1,50,2,5,7,-40,14,0,67,99,52,17,40,13,828,0,0,0,0,8,0,0,0,0,32,0,0,963,0,0,0,0,0,1,1,0
Taisei-Tiikeri Wawazat,1,50,2,5,7,-44,85,,229,,24,,,30,732.5,0,0,0,,,0,0,0,,,0,,637,,,,,1,0,2,1449
Cliff Paul,1,50,4,2,6,-10,6,0,38,21,28,0,0,4,528,0,0,0,1,5,0,0,0,0,0,1,0,18,0,0,0,0,0,7,15,0
Deku Izuku,1,50,1,5,6,-13,36,0,77,18,25,10,8,37,672,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Jonatan Back,1,50,1,5,6,0,40,0,98,20,13,3,5,67,742,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6
Joseph Gagnier,1,50,1,5,6,15,22,0,73,9,10,1,4,45,725,0,0,0,0,10,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,1
Kwame White,1,50,2,4,6,-10,2,0,25,39,31,0,0,1,527,0,0,0,1,2,0,0,0,0,2,0,1,504,0,0,0,0,0,6,9,2333
Kyle Keenan Jr,1,50,1,5,6,-15,0,0,6,77,20,3,18,3,754,0,0,0,0,1,0,0,0,0,11,1,0,864,0,0,0,0,0,4,7,0
Michael Walker,1,50,4,2,6,-13,9,5,28,36,42,0,0,7,794,0,1,1,0,79,0,0,0,0,36,1,0,268,0,0,0,0,0,0,1,143
Stracimir Petrovic,1,50,2,4,6,-41,14,,9,,26,,,70,700.8333333,0,0,0,,3.916666667,0,0,0,,6.25,0,,75,,,,,0,0,0,8
Taro Tsujimoto,1,50,1,5,6,-11,8,0,31,26,50,0,0,5,462,0,0,0,0,2,0,1,1,0,19,0,0,43,0,0,0,0,0,0,,1
Tim Tebow,1,50,3,3,6,-10,4,0,15,12,8,0,0,20,675,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,282
Victor Toeman,1,50,0,6,6,-1,4,0,17,15,18,5,9,45,763,0,1,1,2,11,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3
Alexi Bernitrov,1,50,0,5,5,-31,21,5,55,26,17,6,15,3,813,0,1,1,3,150,0,1,1,2,164,0,0,19,0,0,0,0,1,9,11,3546
Asvard Lyszczarczyk,1,50,0,5,5,-20,6,0,29,35,28,0,0,2,719,0,0,0,0,5,0,0,0,0,0,0,0,45,0,0,0,0,0,5,,0
Jules Barrie,1,50,1,4,5,-21,26,10,9,27,20,7,15,8,465,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,1,0,0,0
Olaf Ragnarsson,1,50,0,5,5,7,43,15,59,31,20,12,8,43,774,0,0,0,1,28,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
Tah Puhcheese,1,50,3,2,5,-16,6,0,38,13,31,12,25,13,691,0,0,0,0,3,0,0,0,0,0,0,0,50,0,0,0,0,0,5,6,1
