Season,Franchise Name,Team Name,W,L,OTL,P,Playoffs?,WC Vs,WC W,WC L,R1 Vs,R1 W,R1 L,R2 Vs,R2 W,R2 L,CF Vs,CF W,CF L,Cup VS,CUP W,CUP L,PLF W,PLF L,Series Won,Series Lost,GM,Co-Gm,Cup Won,President Trophy,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
